DATE,CLIENT_ID,CLIENT_SIZE,INDUSTRY,STATE,PRODUCT,NUM_LICENSE,PRICE_PER_LICENSE,CSat
8/18/16,3644267,500+,HEALTH CARE,CA,B,24,415,8
8/18/16,5262381,0-19,FINANCE,MA,B,3,497,6
8/19/16,7377657,20-99,RETAIL,NJ,D,5,728,7
8/19/16,5603110,0-19,IT,TX,D,2,792,3
8/19/16,4463145,0-19,REAL ESTATE,NY,D,3,800,4
8/19/16,4953389,0-19,FINANCE,IL,A,3,996,5
8/19/16,9990012,0-19,FINANCE,MD,A,3,996,6
8/19/16,1088636,0-19,IT,IL,D,2,768,4
8/19/16,4605144,100-499,RETAIL,PA,D,10,704,7
8/19/16,3800978,20-99,IT,MA,D,9,760,7
8/19/16,3904819,0-19,REAL ESTATE,NJ,D,1,784,5
8/19/16,5443256,100-499,FINANCE,CA,D,9,785.6,10
8/19/16,2962954,100-499,IT,CA,A,9,910,7
8/19/16,1093330,0-19,FINANCE,CA,B,4,499,6
8/19/16,3345387,20-99,IT,GA,D,4,768,4
8/19/16,1318388,0-19,IT,VA,A,1,960,3
8/19/16,9786727,500+,IT,VA,A,26,870,8
8/19/16,6742390,0-19,IT,NJ,D,2,768,8
8/19/16,5675473,0-19,REAL ESTATE,CA,D,1,784,
8/19/16,2745606,100-499,FINANCE,CA,C,22,588,6
8/19/16,4738255,0-19,IT,GA,B,4,480,3
8/19/16,8995045,0-19,REAL ESTATE,MA,D,4,768,3
8/19/16,4958698,0-19,FINANCE,NJ,A,3,1000,8
8/19/16,2857397,500+,HEALTH CARE,NY,A,10,870,8
8/20/16,2928072,0-19,IT,NJ,D,2,784,8
8/20/16,9492554,0-19,IT,FL,A,3,990,2
8/20/16,7676715,20-99,IT,CA,A,5,960,5
8/20/16,2344655,100-499,HEALTH CARE,VA,A,14,930,7
8/20/16,2470428,100-499,FINANCE,MA,B,10,487,7
8/20/16,5659572,0-19,HEALTH CARE,MI,A,1,980,3
8/20/16,7306219,20-99,IT,FL,D,4,768,7
8/20/16,6562054,0-19,FINANCE,NY,D,4,795.2,8
8/20/16,7138904,20-99,IT,NJ,A,5,910,6
8/20/16,3698530,500+,REAL ESTATE,MA,A,21,820,6
8/21/16,7922114,0-19,FINANCE,IL,D,1,798.4,7
8/21/16,7619720,20-99,HEALTH CARE,MN,D,8,744,5
8/21/16,3382027,20-99,RETAIL,NY,C,6,552,4
8/21/16,6499769,100-499,RETAIL,MD,B,14,445,8
8/21/16,5619148,0-19,REAL ESTATE,TX,D,2,776,5
8/21/16,5682647,0-19,REAL ESTATE,MI,D,3,792,7
8/21/16,4329633,0-19,RETAIL,TX,C,1,594,4
8/21/16,3762024,0-19,FINANCE,TX,A,2,998,6
8/21/16,8492760,500+,FINANCE,TX,A,13,978,8
8/21/16,1953481,100-499,FINANCE,FL,A,14,988,9
8/21/16,4083450,0-19,IT,TX,C,3,582,4
8/21/16,2426453,20-99,RETAIL,CA,D,7,752,4
8/21/16,1130015,100-499,IT,NY,B,10,445,6
8/21/16,1835908,100-499,IT,GA,A,12,900,6
8/22/16,9980987,0-19,RETAIL,CA,D,3,768,6
8/22/16,4247612,0-19,REAL ESTATE,NY,A,1,980,7
8/22/16,4617369,0-19,FINANCE,NY,D,3,796.8,10
8/22/16,9243324,0-19,REAL ESTATE,NY,B,3,480,2
8/22/16,3041959,100-499,FINANCE,NY,A,14,986,10
8/22/16,3088249,100-499,IT,IL,D,12,760,8
8/22/16,7930102,20-99,RETAIL,PA,A,7,970,8
8/22/16,7466213,100-499,REAL ESTATE,NY,D,28,752,5
8/22/16,7569260,500+,FINANCE,CA,D,16,777.6,8
8/22/16,5984427,20-99,HEALTH CARE,GA,C,14,570,9
8/22/16,7947259,100-499,IT,TX,A,6,940,8
8/22/16,7103913,0-19,IT,IL,D,3,784,8
8/22/16,1104874,100-499,HEALTH CARE,MA,C,9,558,5
8/22/16,4151893,0-19,FINANCE,CA,A,1,994,8
8/22/16,2656598,0-19,REAL ESTATE,NY,D,3,792,6
8/22/16,4820648,20-99,IT,PA,B,8,465,5
8/23/16,6158756,0-19,FINANCE,NY,A,3,1000,9
8/23/16,2247495,0-19,REAL ESTATE,NC,B,2,480,2
8/23/16,5586970,0-19,HEALTH CARE,GA,A,1,980,2
8/23/16,2883835,20-99,HEALTH CARE,CA,D,8,792,4
8/23/16,4944671,0-19,IT,CA,C,2,588,9
8/23/16,1520744,20-99,IT,GA,B,3,490,7
8/23/16,2894519,20-99,HEALTH CARE,GA,A,3,990,8
8/23/16,8283905,0-19,RETAIL,MN,D,2,768,5
8/24/16,4909919,0-19,HEALTH CARE,GA,D,2,784,
8/24/16,1659757,0-19,IT,IL,D,3,768,4
8/24/16,1558832,20-99,FINANCE,NY,C,8,595.2,7
8/24/16,7744475,100-499,RETAIL,CA,D,7,768,8
8/24/16,9694620,0-19,IT,FL,B,2,495,3
8/24/16,4914026,20-99,REAL ESTATE,NY,D,5,760,5
8/24/16,3436672,20-99,FINANCE,MD,A,8,988,10
8/24/16,1188870,20-99,FINANCE,NC,C,6,595.2,7
8/24/16,4645339,20-99,FINANCE,CA,A,9,994,8
8/24/16,5337220,500+,IT,NY,A,16,940,6
8/24/16,2983226,0-19,RETAIL,NC,A,1,990,6
8/24/16,1915637,100-499,FINANCE,CA,A,12,980,9
8/24/16,5426108,0-19,HEALTH CARE,TX,A,1,970,6
8/24/16,5780793,20-99,IT,MN,B,3,485,8
8/24/16,2309279,0-19,REAL ESTATE,VA,A,2,980,7
8/24/16,2688227,0-19,FINANCE,NY,D,3,793.6,7
8/24/16,1389665,0-19,HEALTH CARE,FL,A,2,990,8
8/24/16,4755474,20-99,RETAIL,CA,A,5,950,8
8/24/16,1860976,0-19,REAL ESTATE,VA,A,4,990,6
8/24/16,7601978,20-99,REAL ESTATE,PA,A,4,1000,8
8/24/16,1952203,0-19,IT,NY,D,2,776,3
8/25/16,4738426,0-19,IT,NY,B,2,480,6
8/25/16,2726323,0-19,IT,NY,D,1,800,7
8/25/16,5153217,100-499,IT,CA,C,13,516,6
8/25/16,6738640,20-99,REAL ESTATE,NJ,B,8,470,
8/25/16,2007689,20-99,IT,CA,A,4,1000,6
8/25/16,3136963,0-19,HEALTH CARE,NY,D,3,768,6
8/25/16,5193648,100-499,FINANCE,TX,B,8,496,8
8/25/16,5435980,20-99,RETAIL,FL,A,8,960,7
8/25/16,8782126,0-19,HEALTH CARE,CA,A,3,990,3
8/25/16,5287226,100-499,IT,TX,D,14,712,5
8/25/16,3079529,100-499,REAL ESTATE,NJ,D,14,760,6
8/25/16,2153283,100-499,FINANCE,TX,D,9,795.2,8
8/25/16,4473941,0-19,RETAIL,MD,B,2,480,6
8/25/16,8491119,20-99,IT,IL,A,5,950,7
8/25/16,3028872,100-499,FINANCE,VA,B,5,492,10
8/25/16,2017266,20-99,IT,CA,A,4,970,7
8/25/16,8908527,20-99,IT,MA,A,4,960,7
8/25/16,3466594,20-99,FINANCE,NY,B,6,497,9
8/25/16,8562186,20-99,FINANCE,MI,D,5,795.2,6
8/25/16,6465127,0-19,IT,PA,B,4,490,8
8/25/16,5669610,0-19,FINANCE,IL,C,2,595.2,4
8/25/16,6095340,0-19,IT,NY,D,3,776,4
8/25/16,5180994,20-99,IT,CA,D,3,800,9
8/25/16,7512846,0-19,IT,CA,C,3,588,5
8/25/16,4673094,0-19,RETAIL,TX,C,2,594,5
8/25/16,6961063,20-99,FINANCE,IL,D,6,792,7
8/25/16,1099913,100-499,IT,MD,B,12,455,
8/25/16,1031844,20-99,IT,CA,D,6,768,6
8/25/16,2497648,100-499,FINANCE,VA,D,8,793.6,9
8/26/16,8626345,20-99,RETAIL,GA,D,4,784,8
8/26/16,5060036,0-19,HEALTH CARE,PA,D,1,776,7
8/26/16,9175010,20-99,IT,CO,A,9,920,8
8/26/16,4597784,100-499,HEALTH CARE,MI,A,6,970,6
8/26/16,8830402,100-499,REAL ESTATE,PA,A,13,880,5
8/26/16,3709772,20-99,REAL ESTATE,MI,B,8,480,8
8/26/16,7339235,0-19,IT,NY,A,4,1000,3
8/26/16,3632180,20-99,FINANCE,CO,A,3,1000,8
8/26/16,8181496,500+,IT,NY,A,22,800,6
8/26/16,5073163,0-19,IT,MN,D,4,784,4
8/26/16,2151249,20-99,FINANCE,NC,A,3,992,9
8/26/16,8930264,20-99,FINANCE,GA,A,9,984,7
8/26/16,5273404,500+,IT,NJ,A,12,900,6
8/26/16,3624566,100-499,IT,MA,D,11,720,8
8/26/16,3054789,100-499,IT,MA,C,9,582,7
8/26/16,2675512,20-99,IT,NJ,A,9,970,8
8/26/16,9788812,20-99,FINANCE,GA,A,3,994,7
8/26/16,9616667,0-19,IT,IL,B,2,500,5
8/26/16,4480599,0-19,IT,MD,B,3,500,5
8/26/16,3114569,0-19,IT,NY,D,6,800,8
8/26/16,7714374,100-499,IT,MI,D,10,704,6
8/26/16,9217679,20-99,FINANCE,PA,D,4,798.4,9
8/26/16,3866086,500+,REAL ESTATE,MA,B,22,360,7
8/26/16,2372158,500+,IT,TX,A,24,860,8
8/27/16,7307357,100-499,IT,MA,A,14,950,6
8/27/16,9345906,0-19,HEALTH CARE,CA,A,4,1000,8
8/27/16,1727899,0-19,FINANCE,IN,C,2,596.4,7
8/27/16,1341816,100-499,FINANCE,IL,A,5,982,8
8/27/16,6570056,20-99,FINANCE,CA,A,7,984,
8/27/16,2945111,0-19,HEALTH CARE,GA,D,1,768,2
8/27/16,5091386,0-19,IT,IL,D,4,768,3
8/27/16,8873131,100-499,RETAIL,MA,B,9,465,6
8/27/16,2562121,20-99,IT,IL,B,5,470,8
8/28/16,3982661,100-499,IT,TX,D,7,760,7
8/28/16,2184661,100-499,IT,CO,D,26,696,7
8/28/16,2291936,0-19,RETAIL,CA,C,3,594,7
8/28/16,6188739,20-99,HEALTH CARE,FL,A,3,980,8
8/28/16,1916177,0-19,IT,CO,A,3,970,8
8/28/16,7502252,100-499,FINANCE,NC,A,14,984,10
8/28/16,4954079,0-19,IT,VA,A,3,960,2
8/28/16,2804037,0-19,FINANCE,NY,C,3,596.4,7
8/28/16,2370634,500+,HEALTH CARE,NJ,D,23,656,9
8/28/16,8964450,0-19,HEALTH CARE,MN,A,2,980,7
8/28/16,6211893,20-99,RETAIL,NC,A,3,970,8
8/29/16,7615238,20-99,REAL ESTATE,PA,B,4,480,5
8/29/16,8549839,0-19,HEALTH CARE,NY,D,1,800,2
8/29/16,9452046,0-19,FINANCE,PA,D,3,798.4,8
8/29/16,4319523,20-99,FINANCE,GA,D,16,795.2,9
8/29/16,6794116,0-19,RETAIL,NY,A,4,1000,2
8/29/16,8430691,0-19,FINANCE,PA,D,3,793.6,8
8/29/16,3380526,20-99,IT,MI,C,9,546,4
8/29/16,2707844,0-19,FINANCE,FL,D,2,796.8,5
8/29/16,2613281,100-499,RETAIL,MN,D,5,744,7
8/29/16,2171589,0-19,FINANCE,MD,C,4,595.2,3
8/29/16,1751247,100-499,HEALTH CARE,GA,B,12,470,8
8/29/16,5702017,0-19,IT,MD,C,4,600,
8/29/16,2940661,20-99,FINANCE,PA,D,7,795.2,7
8/29/16,7082332,20-99,IT,IN,D,8,784,5
8/29/16,3780447,0-19,RETAIL,MD,A,4,990,
8/29/16,4006647,0-19,HEALTH CARE,NY,A,1,1000,
8/29/16,3549987,100-499,IT,MA,D,11,712,6
8/29/16,3859019,100-499,FINANCE,CA,B,6,492,7
8/29/16,5356632,100-499,FINANCE,CA,A,14,972,9
8/29/16,7615238,20-99,REAL ESTATE,PA,D,8,752,6
8/29/16,3432154,500+,FINANCE,CA,C,25,568.8,9
8/29/16,4711771,20-99,RETAIL,MD,A,4,970,4
8/29/16,1892944,0-19,HEALTH CARE,VA,D,1,776,2
8/29/16,1372758,0-19,REAL ESTATE,GA,D,2,776,8
8/29/16,6738283,0-19,IT,CO,A,1,980,8
8/30/16,6739450,0-19,REAL ESTATE,CA,D,3,768,5
8/30/16,4117818,0-19,FINANCE,IL,A,3,1000,8
8/30/16,6706966,0-19,IT,VA,B,3,490,5
8/30/16,5085038,0-19,FINANCE,NY,A,2,1000,3
8/30/16,1687866,0-19,REAL ESTATE,NJ,C,4,594,8
8/30/16,3777878,0-19,HEALTH CARE,PA,C,1,582,8
8/30/16,9062597,20-99,RETAIL,NC,B,3,480,8
8/31/16,5752822,0-19,HEALTH CARE,IN,B,2,500,6
8/31/16,3087032,0-19,IT,NY,D,4,768,6
8/31/16,8952807,0-19,IT,IN,A,3,970,6
8/31/16,6837797,500+,IT,CA,A,19,920,7
8/31/16,7895929,100-499,RETAIL,TX,D,11,728,7
8/31/16,4923220,20-99,FINANCE,TX,A,5,986,9
8/31/16,3242352,20-99,FINANCE,PA,C,6,591.6,10
8/31/16,2789085,0-19,HEALTH CARE,CA,B,4,480,3
8/31/16,6086711,0-19,REAL ESTATE,NY,A,3,980,2
8/31/16,4129814,0-19,HEALTH CARE,GA,A,1,980,4
8/31/16,4583162,0-19,RETAIL,NY,D,1,768,7
9/1/16,9260871,500+,IT,NJ,C,28,444,9
9/1/16,8546732,0-19,IT,MA,A,4,990,4
9/1/16,7978266,100-499,FINANCE,NY,A,5,990,9
9/1/16,8624336,20-99,REAL ESTATE,CA,D,5,776,8
9/1/16,6783403,20-99,FINANCE,CA,D,7,785.6,7
9/1/16,4094375,20-99,IT,IL,D,8,728,4
9/1/16,5291591,0-19,RETAIL,TX,A,1,980,4
9/1/16,7296668,0-19,FINANCE,NY,A,3,998,7
9/1/16,8334377,100-499,REAL ESTATE,IL,A,14,880,8
9/1/16,1806694,0-19,IT,MI,A,1,960,7
9/1/16,7282873,100-499,IT,IL,D,13,696,6
9/1/16,1287790,20-99,FINANCE,TX,C,9,590.4,
9/1/16,8778824,20-99,REAL ESTATE,NJ,C,8,564,8
9/1/16,9739682,500+,REAL ESTATE,NY,B,21,450,7
9/1/16,7275617,0-19,IT,MA,A,1,970,8
9/1/16,4776242,20-99,FINANCE,NC,D,8,788.8,9
9/1/16,6985208,0-19,REAL ESTATE,CA,A,1,980,
9/2/16,9314772,20-99,RETAIL,TX,D,6,760,4
9/2/16,3864626,0-19,FINANCE,FL,D,4,795.2,7
9/2/16,3817803,0-19,RETAIL,FL,B,3,500,3
9/2/16,3976907,0-19,FINANCE,CA,C,1,595.2,6
9/2/16,4326887,20-99,IT,IN,B,5,485,9
9/2/16,2769117,20-99,IT,CA,C,4,588,8
9/2/16,3405874,0-19,FINANCE,CO,A,1,998,6
9/2/16,5199127,500+,HEALTH CARE,GA,B,27,450,8
9/2/16,8584042,20-99,IT,MN,D,8,728,5
9/2/16,3737640,500+,IT,TX,C,29,426,7
9/2/16,4320143,0-19,REAL ESTATE,NJ,D,1,800,8
9/2/16,5947800,0-19,RETAIL,GA,C,3,594,7
9/2/16,1372331,20-99,IT,MD,A,9,910,4
9/2/16,3198813,0-19,FINANCE,NY,D,2,798.4,5
9/2/16,5006943,500+,FINANCE,MI,A,27,966,9
9/2/16,3934622,20-99,IT,GA,D,7,760,8
9/2/16,2147420,0-19,RETAIL,TX,A,4,960,3
9/2/16,8029309,0-19,IT,CA,A,4,980,6
9/2/16,9469913,0-19,IT,NC,D,1,784,6
9/2/16,1295070,500+,FINANCE,CA,D,25,756.8,9
9/2/16,8564359,20-99,IT,TX,A,3,1000,6
9/2/16,5764466,0-19,REAL ESTATE,MD,D,4,768,6
9/2/16,2633095,20-99,RETAIL,NC,A,5,950,7
9/2/16,6125946,20-99,RETAIL,GA,A,6,930,7
9/2/16,5695686,0-19,IT,NY,C,3,576,2
9/2/16,4547063,0-19,IT,IL,A,2,990,2
9/2/16,6714235,100-499,FINANCE,FL,C,9,594,9
9/2/16,4849416,0-19,HEALTH CARE,NY,A,4,960,7
9/2/16,4343641,20-99,IT,IL,B,6,485,
9/3/16,2007182,20-99,REAL ESTATE,MD,A,9,910,8
9/3/16,9852082,100-499,RETAIL,TX,A,12,900,8
9/3/16,9322139,0-19,FINANCE,CA,A,4,992,8
9/3/16,1847071,100-499,IT,NJ,D,22,752,9
9/3/16,6035387,0-19,HEALTH CARE,MN,A,4,1000,2
9/3/16,6032914,20-99,HEALTH CARE,NY,A,7,930,8
9/3/16,1581658,20-99,FINANCE,CA,B,6,494,8
9/3/16,3527558,500+,IT,TX,D,29,712,7
9/3/16,3550508,20-99,FINANCE,IL,A,5,994,8
9/4/16,4913141,0-19,FINANCE,CA,D,3,795.2,8
9/4/16,6357175,100-499,FINANCE,CA,A,8,992,9
9/4/16,8885595,20-99,FINANCE,PA,A,9,994,6
9/4/16,3948246,100-499,IT,NY,D,12,760,7
9/4/16,6545330,100-499,RETAIL,FL,A,5,950,6
9/4/16,7503671,500+,HEALTH CARE,CA,D,48,688,7
9/4/16,4741839,0-19,IT,NY,A,2,960,5
9/5/16,5965527,100-499,FINANCE,NY,A,6,992,8
9/5/16,9374795,100-499,IT,NJ,A,12,880,7
9/5/16,9586316,0-19,REAL ESTATE,MA,C,3,600,3
9/6/16,2693885,500+,IT,NJ,A,26,830,7
9/6/16,3564811,20-99,IT,CO,B,8,480,6
9/6/16,8869871,100-499,RETAIL,CA,B,8,470,5
9/6/16,5445951,0-19,HEALTH CARE,MA,A,3,960,4
9/6/16,1145487,20-99,RETAIL,IL,D,3,800,5
9/6/16,1641534,100-499,FINANCE,NC,B,14,495,10
9/6/16,3218449,0-19,IT,CA,C,4,576,7
9/6/16,7059562,0-19,IT,MD,A,4,980,3
9/6/16,2247157,0-19,RETAIL,IL,A,4,1000,7
9/6/16,2314140,0-19,RETAIL,CA,A,2,960,8
9/6/16,8676628,0-19,HEALTH CARE,GA,D,3,776,3
9/6/16,3648663,20-99,RETAIL,NY,A,9,940,4
9/7/16,5691191,0-19,IT,TX,C,3,588,4
9/7/16,5784555,100-499,REAL ESTATE,GA,D,14,712,6
9/7/16,5476335,100-499,HEALTH CARE,NY,B,6,465,
9/7/16,3582386,20-99,IT,NY,A,4,1000,7
9/7/16,6009421,500+,HEALTH CARE,FL,A,23,730,8
9/7/16,2458671,0-19,REAL ESTATE,FL,A,2,980,5
9/7/16,3940607,0-19,IT,NY,C,4,594,8
9/7/16,1841681,0-19,REAL ESTATE,NY,D,4,792,5
9/7/16,4305710,100-499,IT,NY,D,8,744,8
9/7/16,8773104,100-499,IT,GA,D,12,744,8
9/7/16,2390599,0-19,IT,TX,C,4,582,3
9/7/16,4923613,100-499,IT,NJ,D,7,776,8
9/7/16,5341363,0-19,IT,TX,A,1,970,7
9/8/16,9198361,20-99,IT,TX,D,8,744,4
9/8/16,1860976,0-19,REAL ESTATE,VA,B,2,500,7
9/8/16,2223312,100-499,HEALTH CARE,NY,A,12,890,7
9/8/16,7554595,20-99,FINANCE,TX,A,7,992,7
9/8/16,9018978,0-19,FINANCE,CA,D,4,793.6,7
9/8/16,3291120,20-99,HEALTH CARE,IL,A,3,990,6
9/8/16,4969851,500+,IT,TX,A,12,890,8
9/8/16,7255257,0-19,FINANCE,CA,A,4,1000,8
9/8/16,2988086,0-19,IT,NY,D,2,776,9
9/8/16,2255345,0-19,FINANCE,GA,A,4,992,8
9/8/16,9694620,0-19,IT,FL,A,3,1000,2
9/8/16,8878290,0-19,IT,NJ,D,1,792,5
9/8/16,3857886,100-499,FINANCE,VA,B,11,490,8
9/8/16,1525250,500+,IT,MA,D,17,760,8
9/8/16,5445516,0-19,RETAIL,CA,B,4,485,2
9/8/16,5162513,20-99,RETAIL,GA,D,4,768,7
9/8/16,6517215,20-99,FINANCE,NY,A,7,994,6
9/8/16,3295177,0-19,IT,MA,A,1,990,3
9/8/16,4055182,20-99,FINANCE,CA,B,7,492,10
9/9/16,6731345,100-499,HEALTH CARE,NY,B,12,450,5
9/9/16,3022670,0-19,IT,IL,A,1,960,7
9/9/16,9697410,20-99,HEALTH CARE,MD,D,16,760,5
9/9/16,1295070,500+,FINANCE,CA,B,19,486,8
9/9/16,8549139,0-19,FINANCE,MD,D,6,795.2,5
9/9/16,5431706,0-19,IT,NC,D,3,784,7
9/9/16,9859906,20-99,REAL ESTATE,FL,A,4,960,7
9/9/16,2897113,20-99,HEALTH CARE,CO,D,8,776,8
9/9/16,2100156,0-19,HEALTH CARE,IL,C,2,588,5
9/9/16,6299782,100-499,IT,NJ,A,14,880,7
9/9/16,5766505,100-499,FINANCE,NY,A,12,982,6
9/9/16,4664142,20-99,RETAIL,NY,A,6,910,4
9/9/16,3955026,20-99,IT,IN,D,7,744,6
9/9/16,5710329,500+,FINANCE,VA,A,12,978,8
9/9/16,3582599,0-19,IT,TX,A,3,990,6
9/9/16,5394723,0-19,RETAIL,MD,A,1,980,
9/9/16,3081557,0-19,RETAIL,NY,D,2,784,5
9/9/16,8651245,20-99,FINANCE,MD,D,5,788.8,10
9/9/16,8891775,20-99,IT,MD,B,4,480,6
9/9/16,3868036,20-99,RETAIL,VA,A,8,950,8
9/9/16,1655710,500+,IT,CA,A,22,860,8
9/9/16,4373266,20-99,REAL ESTATE,MN,B,3,480,4
9/9/16,6739673,0-19,REAL ESTATE,MA,D,3,784,7
9/9/16,5630748,500+,FINANCE,MD,A,29,974,8
9/10/16,7230668,0-19,RETAIL,CA,A,4,970,4
9/10/16,9653353,20-99,IT,GA,C,6,552,7
9/10/16,3220094,100-499,IT,MN,D,14,696,9
9/10/16,1548248,100-499,HEALTH CARE,MN,D,9,752,7
9/10/16,9641377,0-19,IT,MA,A,3,980,7
9/10/16,9024753,500+,REAL ESTATE,MA,D,12,720,7
9/10/16,2401202,0-19,IT,TX,A,2,970,2
9/10/16,8546701,100-499,IT,MN,A,14,900,5
9/10/16,8768773,0-19,FINANCE,IL,A,1,996,6
9/10/16,5744816,0-19,RETAIL,TX,A,3,960,3
9/10/16,3382037,20-99,HEALTH CARE,CA,A,6,930,8
9/10/16,6020557,20-99,IT,CA,A,5,960,8
9/10/16,8471115,0-19,HEALTH CARE,CA,D,2,800,7
9/10/16,4978392,0-19,IT,CA,D,4,784,7
9/10/16,9665028,0-19,HEALTH CARE,MA,A,3,960,6
9/10/16,6260396,0-19,RETAIL,FL,D,4,776,2
9/11/16,5735035,20-99,REAL ESTATE,NY,B,5,475,9
9/11/16,8876503,20-99,IT,IL,A,4,960,8
9/11/16,7015721,20-99,HEALTH CARE,CA,A,6,950,8
9/11/16,8124707,0-19,RETAIL,CA,B,1,485,5
9/11/16,2692125,20-99,HEALTH CARE,VA,D,6,776,8
9/11/16,4352796,20-99,FINANCE,MA,D,3,793.6,8
9/11/16,6691987,20-99,RETAIL,TX,B,7,475,5
9/11/16,1219616,20-99,IT,NY,D,6,736,4
9/11/16,6794313,20-99,IT,GA,C,6,564,7
9/11/16,2241429,20-99,IT,MA,A,7,910,4
9/12/16,5178346,100-499,IT,TX,D,11,688,6
9/12/16,2951955,100-499,FINANCE,NC,D,7,792,10
9/12/16,4415745,20-99,FINANCE,CO,A,4,996,10
9/12/16,5414274,100-499,HEALTH CARE,VA,A,8,920,8
9/12/16,6522280,0-19,FINANCE,MN,A,4,998,10
9/12/16,2184231,20-99,IT,NJ,A,3,960,6
9/12/16,2323676,500+,IT,PA,D,28,664,
9/12/16,8951911,0-19,IT,IL,A,3,980,7
9/12/16,7811497,0-19,IT,MN,A,3,1000,5
9/12/16,2186112,100-499,REAL ESTATE,CA,C,22,564,7
9/12/16,8150247,20-99,FINANCE,MD,A,3,992,9
9/12/16,1398659,0-19,IT,CA,D,4,800,3
9/13/16,1193876,0-19,IT,TX,C,6,588,4
9/13/16,6725232,20-99,RETAIL,CA,D,9,728,7
9/13/16,7666648,500+,REAL ESTATE,NY,D,19,688,8
9/13/16,6946396,0-19,HEALTH CARE,FL,A,3,960,3
9/13/16,3242600,500+,IT,MA,C,14,570,7
9/13/16,2595589,0-19,REAL ESTATE,CA,A,1,1000,5
9/14/16,7866223,0-19,IT,NY,C,2,588,4
9/14/16,6918013,20-99,FINANCE,TX,A,7,986,9
9/14/16,1448971,20-99,HEALTH CARE,MI,C,6,582,5
9/14/16,8859442,0-19,IT,MA,B,3,495,4
9/14/16,6096854,20-99,IT,IL,C,8,594,8
9/14/16,7059562,0-19,IT,MD,C,3,582,4
9/14/16,2627353,0-19,FINANCE,MA,D,3,798.4,5
9/14/16,3086292,20-99,FINANCE,CA,A,9,982,8
9/14/16,6615639,500+,HEALTH CARE,NY,A,26,760,8
9/14/16,5237131,0-19,FINANCE,NJ,B,4,499,8
9/14/16,7444986,100-499,REAL ESTATE,NJ,B,12,440,9
9/14/16,4978831,100-499,HEALTH CARE,MN,B,14,460,8
9/14/16,3393607,0-19,FINANCE,IN,D,1,793.6,4
9/14/16,8059877,0-19,REAL ESTATE,NY,A,1,970,7
9/14/16,7904773,0-19,IT,NJ,A,4,980,3
9/14/16,2578836,0-19,HEALTH CARE,CO,D,1,792,7
9/14/16,7095011,100-499,REAL ESTATE,IL,A,12,930,7
9/14/16,8141618,0-19,IT,NY,A,2,1000,2
9/15/16,6814341,0-19,IT,MD,D,2,800,3
9/15/16,9480691,100-499,REAL ESTATE,NY,D,14,720,6
9/15/16,7459539,500+,IT,NC,D,23,600,8
9/15/16,3217572,20-99,HEALTH CARE,NJ,B,3,495,5
9/15/16,3092802,20-99,FINANCE,CA,A,8,990,10
9/15/16,7645715,20-99,FINANCE,GA,A,9,986,7
9/15/16,1227552,100-499,FINANCE,NY,D,10,780.8,8
9/15/16,2254681,0-19,IT,MA,D,2,800,4
9/15/16,8526458,0-19,RETAIL,MD,D,2,800,9
9/15/16,3019397,20-99,FINANCE,CO,A,9,992,9
9/15/16,7630557,500+,RETAIL,NY,A,21,890,8
9/15/16,7081426,500+,FINANCE,GA,A,23,964,9
9/15/16,7179038,0-19,IT,GA,A,2,1000,8
9/15/16,2565717,500+,FINANCE,MA,B,19,488,8
9/15/16,9567554,20-99,IT,NY,A,7,930,4
9/15/16,1380700,20-99,IT,IL,B,8,470,5
9/15/16,5669792,0-19,IT,GA,A,1,960,3
9/15/16,8914582,500+,IT,MA,B,22,440,7
9/15/16,4482047,20-99,IT,IL,D,8,768,8
9/15/16,1607474,20-99,REAL ESTATE,CA,A,4,990,7
9/15/16,7630557,500+,RETAIL,NY,D,21,616,7
9/15/16,5804806,100-499,IT,TX,C,8,546,8
9/15/16,3244319,20-99,IT,GA,A,5,930,7
9/15/16,7504196,20-99,FINANCE,NY,B,6,495,9
9/15/16,6136452,0-19,FINANCE,CA,A,2,1000,6
9/16/16,6645164,0-19,IT,NJ,D,3,784,3
9/16/16,1128390,0-19,IT,CA,A,3,970,2
9/16/16,1112871,0-19,REAL ESTATE,MI,A,4,980,3
9/16/16,2173438,20-99,FINANCE,CA,A,4,994,9
9/16/16,5993203,20-99,HEALTH CARE,MA,D,8,744,4
9/16/16,2242642,0-19,IT,NJ,D,1,768,3
9/16/16,9549697,500+,FINANCE,VA,B,14,495,9
9/16/16,2998231,500+,FINANCE,CA,A,12,974,8
9/16/16,5415449,0-19,IT,GA,C,3,576,7
9/16/16,6689969,0-19,FINANCE,NY,B,3,496,6
9/16/16,7886924,0-19,FINANCE,IN,B,4,500,7
9/16/16,9234773,0-19,IT,MA,A,3,980,7
9/16/16,9432755,20-99,HEALTH CARE,NC,A,5,960,8
9/16/16,7949036,20-99,FINANCE,MN,D,10,785.6,6
9/16/16,5405915,100-499,RETAIL,CA,D,11,744,5
9/16/16,6398740,0-19,FINANCE,NJ,D,2,796.8,8
9/16/16,7910007,20-99,RETAIL,NY,D,3,784,8
9/16/16,1183218,100-499,FINANCE,IL,D,14,785.6,6
9/16/16,1846426,0-19,IT,IL,C,4,576,5
9/16/16,8411751,0-19,RETAIL,CA,A,2,980,8
9/16/16,7008783,100-499,HEALTH CARE,GA,D,24,744,6
9/16/16,1127090,0-19,IT,CA,C,1,576,2
